@RELATION input4

@ATTRIBUTE Step1-0	NUMERIC
@ATTRIBUTE Step2-0 NUMERIC
@ATTRIBUTE Step3-0 NUMERIC
@ATTRIBUTE Step4-0 NUMERIC
@ATTRIBUTE Step5-0 NUMERIC
@ATTRIBUTE Step1-45 NUMERIC
@ATTRIBUTE Step2-45 NUMERIC
@ATTRIBUTE Step3-45 NUMERIC
@ATTRIBUTE Step4-45 NUMERIC
@ATTRIBUTE Step5-45 NUMERIC
@ATTRIBUTE Step1-90 NUMERIC
@ATTRIBUTE Step2-90 NUMERIC
@ATTRIBUTE Step3-90 NUMERIC
@ATTRIBUTE Step4-90 NUMERIC
@ATTRIBUTE Step5-90 NUMERIC
@ATTRIBUTE Step1-135 NUMERIC
@ATTRIBUTE Step2-135 NUMERIC
@ATTRIBUTE Step3-135 NUMERIC
@ATTRIBUTE Step4-135 NUMERIC
@ATTRIBUTE Step5-135 NUMERIC
@ATTRIBUTE Var1-0	NUMERIC
@ATTRIBUTE Var2-0	NUMERIC
@ATTRIBUTE Var3-0 NUMERIC	
@ATTRIBUTE Var4-0	NUMERIC
@ATTRIBUTE Var5-0	NUMERIC
@ATTRIBUTE Var1-45	NUMERIC
@ATTRIBUTE Var2-45	NUMERIC
@ATTRIBUTE Var3-45	NUMERIC
@ATTRIBUTE Var4-45	NUMERIC
@ATTRIBUTE Var5-45	NUMERIC
@ATTRIBUTE Var1-90	NUMERIC
@ATTRIBUTE Var2-90	NUMERIC
@ATTRIBUTE Var3-90	NUMERIC
@ATTRIBUTE Var4-90	NUMERIC
@ATTRIBUTE Var5-90	NUMERIC
@ATTRIBUTE Var1-135 NUMERIC
@ATTRIBUTE Var2-135 NUMERIC
@ATTRIBUTE Var3-135 NUMERIC
@ATTRIBUTE Var4-135 NUMERIC
@ATTRIBUTE Var5-135 NUMERIC
@ATTRIBUTE Ent1-0	NUMERIC
@ATTRIBUTE Ent2-0	NUMERIC
@ATTRIBUTE Ent3-0	NUMERIC
@ATTRIBUTE Ent4-0	NUMERIC
@ATTRIBUTE Ent5-0 NUMERIC	
@ATTRIBUTE Ent1-45	NUMERIC
@ATTRIBUTE Ent2-45	NUMERIC
@ATTRIBUTE Ent3-45	NUMERIC
@ATTRIBUTE Ent4-45	NUMERIC
@ATTRIBUTE Ent5-45	NUMERIC
@ATTRIBUTE Ent1-90	NUMERIC
@ATTRIBUTE Ent2-90	NUMERIC
@ATTRIBUTE Ent3-90	NUMERIC
@ATTRIBUTE Ent4-90	NUMERIC
@ATTRIBUTE Ent5-90	NUMERIC
@ATTRIBUTE Ent1-135 NUMERIC
@ATTRIBUTE Ent2-135 NUMERIC
@ATTRIBUTE Ent3-135 NUMERIC
@ATTRIBUTE Ent4-135 NUMERIC
@ATTRIBUTE Ent5-135 NUMERIC
@ATTRIBUTE Enrgy1-0 NUMERIC
@ATTRIBUTE Enrgy2-0 NUMERIC
@ATTRIBUTE Enrgy3-0 NUMERIC
@ATTRIBUTE Enrgy4-0 NUMERIC
@ATTRIBUTE Enrgy5-0 NUMERIC
@ATTRIBUTE Enrgy1-45 NUMERIC
@ATTRIBUTE Enrgy2-45 NUMERIC
@ATTRIBUTE Enrgy3-45 NUMERIC
@ATTRIBUTE Enrgy4-45 NUMERIC	
@ATTRIBUTE Enrgy5-45 NUMERIC	
@ATTRIBUTE Enrgy1-90 NUMERIC
@ATTRIBUTE Enrgy2-90 NUMERIC
@ATTRIBUTE Enrgy3-9 NUMERIC
@ATTRIBUTE Enrgy4-90 NUMERIC	
@ATTRIBUTE Enrgy5-90 NUMERIC
@ATTRIBUTE Enrgy1-135 NUMERIC
@ATTRIBUTE Enrgy2-135 NUMERIC	
@ATTRIBUTE Enrgy3-135 NUMERIC
@ATTRIBUTE Enrgy4-135 NUMERIC
@ATTRIBUTE Enrgy5-135 NUMERIC
@ATTRIBUTE Hom1-0	NUMERIC
@ATTRIBUTE Hom2-0	NUMERIC
@ATTRIBUTE Hom3-0	NUMERIC
@ATTRIBUTE Hom4-0	NUMERIC
@ATTRIBUTE Hom5-0	NUMERIC
@ATTRIBUTE Hom1-45	NUMERIC
@ATTRIBUTE Hom2-45	NUMERIC
@ATTRIBUTE Hom3-45	NUMERIC
@ATTRIBUTE Hom4-45	NUMERIC
@ATTRIBUTE Hom5-45	NUMERIC
@ATTRIBUTE Hom1-90	NUMERIC
@ATTRIBUTE Hom2-90	NUMERIC
@ATTRIBUTE Hom3-90	NUMERIC
@ATTRIBUTE Hom4-90 NUMERIC
@ATTRIBUTE Hom5-90	NUMERIC
@ATTRIBUTE Hom1-135 NUMERIC
@ATTRIBUTE Hom2-135 NUMERIC
@ATTRIBUTE Hom3-135 NUMERIC	
@ATTRIBUTE Hom4-135 NUMERIC
@ATTRIBUTE Hom5-135 NUMERIC	
@ATTRIBUTE Mom1-0	NUMERIC
@ATTRIBUTE Mom2-0	NUMERIC
@ATTRIBUTE Mom3-0	NUMERIC
@ATTRIBUTE Mom4-0	NUMERIC
@ATTRIBUTE Mom5-0	NUMERIC
@ATTRIBUTE Mom1-45	NUMERIC
@ATTRIBUTE Mom2-45	NUMERIC
@ATTRIBUTE Mom3-45	NUMERIC
@ATTRIBUTE Mom4-45	NUMERIC
@ATTRIBUTE Mom5-45	NUMERIC
@ATTRIBUTE Mom1-90	NUMERIC
@ATTRIBUTE Mom2-90 NUMERIC
@ATTRIBUTE Mom3-90	NUMERIC
@ATTRIBUTE Mom4-90	NUMERIC
@ATTRIBUTE Mom5-90	NUMERIC
@ATTRIBUTE Mom1-135 NUMERIC
@ATTRIBUTE Mom2-135 NUMERIC	
@ATTRIBUTE Mom3-135 NUMERIC
@ATTRIBUTE Mom4-135 NUMERIC
@ATTRIBUTE Mom5-135 NUMERIC
@ATTRIBUTE Inv1-0	NUMERIC
@ATTRIBUTE Inv2-0	NUMERIC
@ATTRIBUTE Inv3-0	NUMERIC
@ATTRIBUTE Inv4-0	NUMERIC
@ATTRIBUTE Inv5-0	NUMERIC
@ATTRIBUTE Inv1-45	NUMERIC
@ATTRIBUTE Inv2-45	NUMERIC
@ATTRIBUTE Inv3-45	NUMERIC
@ATTRIBUTE Inv4-45	NUMERIC
@ATTRIBUTE Inv5-45	NUMERIC
@ATTRIBUTE Inv1-90	NUMERIC
@ATTRIBUTE Inv2-90	NUMERIC
@ATTRIBUTE Inv3-90	NUMERIC
@ATTRIBUTE Inv4-90	NUMERIC
@ATTRIBUTE Inv5-90	NUMERIC
@ATTRIBUTE Inv1-135	NUMERIC
@ATTRIBUTE Inv2-135 NUMERIC
@ATTRIBUTE Inv3-135 NUMERIC
@ATTRIBUTE Inv4-135 NUMERIC
@ATTRIBUTE Inv5-135 NUMERIC
@ATTRIBUTE Class {3,4,5,1}

@DATA
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.08,	0.15,	0.20,	0.25,	0.29,	0.12,	0.21,	0.29,	0.38,	0.47,	0.08,	0.15,	0.21,	0.27,	0.32,	0.11,	0.18,	0.24,	0.30,	0.36,	0.66,	0.82,	0.89,	0.92,	0.93,	0.76,	0.88,	0.92,	0.95,	0.96,	0.63,	0.79,	0.87,	0.90,	0.92,	0.77,	0.87,	0.90,	0.92,	0.94,	0.26,	0.25,	0.24,	0.24,	0.23,	0.25,	0.24,	0.23,	0.23,	0.22,	0.26,	0.25,	0.24,	0.24,	0.23,	0.25,	0.24,	0.23,	0.23,	0.23,	0.96,	0.93,	0.91,	0.89,	0.88,	0.94,	0.90,	0.88,	0.86,	0.85,	0.96,	0.93,	0.90,	0.89,	0.87,	0.95,	0.91,	0.89,	0.88,	0.86,	-1153.00,	-3080.00,	-6786.00,	-11935.00,	-17528.00,	-1367.00,	-5942.00,	-14349.00,	-25854.00,	-39871.00,	-28.00,	-690.00,	-3003.00,	-6803.00,	-12293.00,	1203.00,	3428.00,	6195.00,	8990.00,	11361.00,	21049.75,	37371.69,	46873.01,	52434.50,	56693.90,	21049.75,	37371.69,	46873.01,	52434.50,	56693.90,	21049.75,	37371.69,	46873.01,	52434.50,	56693.90,	21049.75,	37371.69,	46873.01,	52434.50,	56693.90,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.11,	0.20,	0.26,	0.30,	0.34,	0.14,	0.23,	0.28,	0.32,	0.36,	0.10,	0.17,	0.22,	0.25,	0.28,	0.14,	0.24,	0.29,	0.34,	0.38,	0.61,	0.71,	0.77,	0.80,	0.81,	0.65,	0.76,	0.78,	0.78,	0.80,	0.60,	0.69,	0.75,	0.77,	0.79,	0.64,	0.74,	0.79,	0.81,	0.82,	0.14,	0.12,	0.11,	0.10,	0.09,	0.13,	0.11,	0.10,	0.10,	0.09,	0.15,	0.13,	0.11,	0.11,	0.10,	0.13,	0.11,	0.10,	0.09,	0.09,	0.94,	0.90,	0.87,	0.85,	0.84,	0.93,	0.89,	0.86,	0.85,	0.83,	0.95,	0.91,	0.89,	0.87,	0.86,	0.93,	0.88,	0.86,	0.84,	0.82,	-387.00,	-751.00,	-1149.00,	-1610.00,	-2172.00,	-2157.00,	-4339.00,	-7033.00,	-10175.00,	-14107.00,	-1781.00,	-3575.00,	-5463.00,	-7532.00,	-9929.00,	-1404.00,	-2996.00,	-4752.00,	-7138.00,	-10006.00,	29217.25,	51904.50,	66096.92,	75420.33,	83188.61,	29217.25,	51904.50,	66096.92,	75420.33,	83188.61,	29217.25,	51904.50,	66096.92,	75420.33,	83188.61,	29217.25,	51904.50,	66096.92,	75420.33,	83188.61,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.12,	0.22,	0.28,	0.32,	0.36,	0.16,	0.26,	0.32,	0.37,	0.42,	0.11,	0.20,	0.25,	0.29,	0.32,	0.16,	0.26,	0.31,	0.36,	0.41,	0.61,	0.70,	0.75,	0.76,	0.76,	0.62,	0.74,	0.76,	0.79,	0.81,	0.60,	0.68,	0.74,	0.74,	0.77,	0.62,	0.73,	0.75,	0.76,	0.77,	0.14,	0.12,	0.11,	0.10,	0.09,	0.13,	0.11,	0.10,	0.09,	0.09,	0.15,	0.12,	0.11,	0.11,	0.10,	0.13,	0.11,	0.10,	0.09,	0.09,	0.94,	0.89,	0.86,	0.84,	0.83,	0.92,	0.87,	0.85,	0.83,	0.81,	0.94,	0.90,	0.87,	0.86,	0.85,	0.92,	0.87,	0.85,	0.83,	0.81,	1031.00,	2251.00,	3759.00,	5543.00,	7071.00,	1570.00,	3709.00,	6321.00,	8765.00,	11228.00,	534.00,	1066.00,	1730.00,	2566.00,	3647.00,	-488.00,	-1233.00,	-2440.00,	-3580.00,	-4601.00,	32201.25,	56722.75,	71102.50,	79852.11,	86985.83,	32201.25,	56722.75,	71102.50,	79852.11,	86985.83,	32201.25,	56722.75,	71102.50,	79852.11,	86985.83,	32201.25,	56722.75,	71102.50,	79852.11,	86985.83,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.16,	0.28,	0.37,	0.43,	0.49,	0.19,	0.31,	0.38,	0.45,	0.53,	0.13,	0.23,	0.29,	0.32,	0.35,	0.20,	0.32,	0.40,	0.47,	0.55,	0.70,	0.83,	0.87,	0.90,	0.92,	0.74,	0.84,	0.89,	0.92,	0.94,	0.65,	0.79,	0.83,	0.84,	0.87,	0.73,	0.85,	0.89,	0.91,	0.93,	0.08,	0.06,	0.05,	0.05,	0.04,	0.07,	0.06,	0.05,	0.05,	0.04,	0.08,	0.07,	0.06,	0.06,	0.05,	0.07,	0.06,	0.05,	0.05,	0.04,	0.92,	0.86,	0.83,	0.80,	0.79,	0.90,	0.85,	0.82,	0.80,	0.78,	0.93,	0.89,	0.86,	0.84,	0.83,	0.90,	0.85,	0.82,	0.79,	0.77,	784.00,	1914.00,	3073.00,	4491.00,	5807.00,	991.00,	2412.00,	3243.00,	3569.00,	3963.00,	163.00,	394.00,	568.00,	713.00,	407.00,	-614.00,	-1726.00,	-3408.00,	-5412.00,	-8355.00,	40864.25,	71855.72,	88758.78,	97782.58,	104511.49,	40864.25,	71855.72,	88758.78,	97782.58,	104511.49,	40864.25,	71855.72,	88758.78,	97782.58,	104511.49,	40864.25,	71855.72,	88758.78,	97782.58,	104511.49,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.08,	0.14,	0.19,	0.23,	0.26,	0.10,	0.17,	0.22,	0.25,	0.29,	0.06,	0.12,	0.16,	0.19,	0.22,	0.10,	0.17,	0.22,	0.26,	0.30,	0.58,	0.63,	0.72,	0.74,	0.75,	0.61,	0.70,	0.75,	0.76,	0.78,	0.58,	0.64,	0.71,	0.75,	0.76,	0.58,	0.69,	0.74,	0.74,	0.78,	0.17,	0.15,	0.14,	0.13,	0.12,	0.17,	0.15,	0.13,	0.13,	0.12,	0.18,	0.16,	0.15,	0.14,	0.13,	0.17,	0.14,	0.13,	0.12,	0.12,	0.96,	0.93,	0.91,	0.89,	0.87,	0.95,	0.92,	0.90,	0.88,	0.86,	0.97,	0.94,	0.92,	0.91,	0.89,	0.95,	0.92,	0.89,	0.87,	0.86,	-398.00,	-870.00,	-1651.00,	-2908.00,	-4708.00,	-1884.00,	-4444.00,	-7897.00,	-12198.00,	-17376.00,	-1451.00,	-2996.00,	-4833.00,	-6822.00,	-9042.00,	-1058.00,	-2152.00,	-3155.00,	-4179.00,	-5193.00,	19708.25,	36450.50,	48154.86,	57038.08,	64291.00,	19708.25,	36450.50,	48154.86,	57038.08,	64291.00,	19708.25,	36450.50,	48154.86,	57038.08,	64291.00,	19708.25,	36450.50,	48154.86,	57038.08,	64291.00,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.13,	0.23,	0.30,	0.36,	0.41,	0.16,	0.27,	0.35,	0.42,	0.50,	0.11,	0.20,	0.26,	0.31,	0.36,	0.16,	0.27,	0.35,	0.42,	0.48,	0.80,	0.91,	0.96,	0.96,	0.95,	0.87,	0.96,	0.96,	0.96,	0.97,	0.77,	0.89,	0.95,	0.97,	0.96,	0.84,	0.93,	0.97,	0.96,	0.97,	0.09,	0.07,	0.06,	0.06,	0.05,	0.08,	0.07,	0.06,	0.05,	0.05,	0.09,	0.08,	0.07,	0.06,	0.06,	0.08,	0.07,	0.06,	0.05,	0.05,	0.94,	0.89,	0.85,	0.83,	0.81,	0.92,	0.87,	0.84,	0.81,	0.79,	0.95,	0.90,	0.87,	0.85,	0.84,	0.92,	0.87,	0.84,	0.81,	0.79,	-45.00,	-398.00,	-1412.00,	-1791.00,	-1341.00,	259.00,	388.00,	-844.00,	-1635.00,	-944.00,	266.00,	1132.00,	2092.00,	2290.00,	1553.00,	693.00,	2842.00,	4462.00,	4947.00,	4714.00,	32943.87,	58831.97,	75141.39,	85572.03,	93535.80,	32943.87,	58831.97,	75141.39,	85572.03,	93535.80,	32943.87,	58831.97,	75141.39,	85572.03,	93535.80,	32943.87,	58831.97,	75141.39,	85572.03,	93535.80,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.07,	0.13,	0.18,	0.21,	0.24,	0.10,	0.17,	0.21,	0.25,	0.29,	0.06,	0.11,	0.15,	0.18,	0.21,	0.09,	0.16,	0.20,	0.24,	0.27,	0.53,	0.60,	0.64,	0.67,	0.67,	0.54,	0.62,	0.67,	0.69,	0.71,	0.53,	0.55,	0.61,	0.63,	0.67,	0.53,	0.61,	0.63,	0.67,	0.68,	0.10,	0.08,	0.08,	0.07,	0.07,	0.09,	0.08,	0.07,	0.07,	0.06,	0.10,	0.09,	0.08,	0.08,	0.07,	0.09,	0.08,	0.07,	0.07,	0.07,	0.96,	0.93,	0.91,	0.90,	0.88,	0.95,	0.92,	0.89,	0.88,	0.86,	0.97,	0.94,	0.92,	0.91,	0.90,	0.95,	0.92,	0.90,	0.88,	0.87,	-3121.00,	-6297.00,	-9712.00,	-13434.00,	-17437.00,	-4029.00,	-8289.00,	-13391.00,	-19588.00,	-26789.00,	-918.00,	-1870.00,	-2881.00,	-4058.00,	-5475.00,	2199.00,	4417.00,	6659.00,	8992.00,	11629.00,	19105.00,	35007.25,	45813.25,	53821.25,	60398.75,	19105.00,	35007.25,	45813.25,	53821.25,	60398.75,	19105.00,	35007.25,	45813.25,	53821.25,	60398.75,	19105.00,	35007.25,	45813.25,	53821.25,	60398.75,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.10,	0.18,	0.23,	0.27,	0.30,	0.12,	0.20,	0.25,	0.29,	0.33,	0.08,	0.14,	0.17,	0.20,	0.22,	0.12,	0.20,	0.24,	0.27,	0.30,	0.55,	0.63,	0.65,	0.69,	0.70,	0.55,	0.64,	0.66,	0.70,	0.71,	0.53,	0.54,	0.59,	0.65,	0.68,	0.55,	0.63,	0.68,	0.70,	0.71,	0.09,	0.07,	0.07,	0.06,	0.06,	0.08,	0.07,	0.07,	0.06,	0.06,	0.09,	0.08,	0.07,	0.07,	0.07,	0.08,	0.07,	0.07,	0.06,	0.06,	0.95,	0.91,	0.89,	0.87,	0.86,	0.94,	0.90,	0.87,	0.86,	0.84,	0.96,	0.93,	0.91,	0.90,	0.89,	0.94,	0.90,	0.88,	0.87,	0.85,	-3898.00,	-7820.00,	-12034.00,	-16613.00,	-21990.00,	-5458.00,	-11075.00,	-17194.00,	-24398.00,	-33118.00,	-1567.00,	-3127.00,	-4731.00,	-6362.00,	-7998.00,	2329.00,	4721.00,	7246.00,	9763.00,	12734.00,	26034.50,	46380.25,	59001.75,	66992.31,	73165.92,	26034.50,	46380.25,	59001.75,	66992.31,	73165.92,	26034.50,	46380.25,	59001.75,	66992.31,	73165.92,	26034.50,	46380.25,	59001.75,	66992.31,	73165.92,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.13,	0.24,	0.32,	0.38,	0.43,	0.18,	0.29,	0.37,	0.45,	0.54,	0.12,	0.22,	0.28,	0.33,	0.37,	0.17,	0.28,	0.35,	0.42,	0.50,	0.55,	0.70,	0.74,	0.75,	0.79,	0.63,	0.72,	0.75,	0.79,	0.80,	0.54,	0.69,	0.71,	0.72,	0.76,	0.65,	0.70,	0.74,	0.77,	0.78,	0.10,	0.08,	0.07,	0.06,	0.06,	0.09,	0.07,	0.06,	0.06,	0.05,	0.10,	0.08,	0.07,	0.07,	0.06,	0.09,	0.07,	0.06,	0.06,	0.06,	0.93,	0.88,	0.85,	0.83,	0.81,	0.91,	0.86,	0.83,	0.80,	0.78,	0.94,	0.89,	0.86,	0.84,	0.83,	0.91,	0.86,	0.83,	0.81,	0.79,	-1105.00,	-2731.00,	-5561.00,	-9404.00,	-14375.00,	-2724.00,	-7094.00,	-14397.00,	-24931.00,	-39203.00,	-1572.00,	-3167.00,	-4853.00,	-6939.00,	-9539.00,	-439.00,	-468.00,	156.00,	1036.00,	1313.00,	35173.75,	62057.75,	77667.42,	86817.81,	93861.03,	35173.75,	62057.75,	77667.42,	86817.81,	93861.03,	35173.75,	62057.75,	77667.42,	86817.81,	93861.03,	35173.75,	62057.75,	77667.42,	86817.81,	93861.03,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.08,	0.15,	0.19,	0.23,	0.25,	0.10,	0.17,	0.21,	0.25,	0.28,	0.06,	0.12,	0.16,	0.19,	0.21,	0.10,	0.17,	0.21,	0.23,	0.26,	0.49,	0.53,	0.60,	0.61,	0.61,	0.50,	0.57,	0.63,	0.63,	0.63,	0.50,	0.52,	0.54,	0.59,	0.60,	0.50,	0.54,	0.60,	0.62,	0.62,	0.14,	0.12,	0.11,	0.10,	0.10,	0.13,	0.12,	0.11,	0.10,	0.09,	0.14,	0.13,	0.12,	0.11,	0.11,	0.14,	0.12,	0.11,	0.10,	0.10,	0.96,	0.93,	0.90,	0.89,	0.88,	0.95,	0.91,	0.89,	0.88,	0.86,	0.97,	0.94,	0.92,	0.91,	0.89,	0.95,	0.92,	0.90,	0.88,	0.87,	-746.00,	-1508.00,	-2193.00,	-2876.00,	-3614.00,	857.00,	1735.00,	2692.00,	3648.00,	4570.00,	1595.00,	3193.00,	4741.00,	6303.00,	7855.00,	2337.00,	4655.00,	6832.00,	8917.00,	11063.00,	20584.00,	37885.75,	49875.00,	58203.75,	64411.50,	20584.00,	37885.75,	49875.00,	58203.75,	64411.50,	20584.00,	37885.75,	49875.00,	58203.75,	64411.50,	20584.00,	37885.75,	49875.00,	58203.75,	64411.50,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.07,	0.13,	0.18,	0.23,	0.27,	0.09,	0.15,	0.20,	0.24,	0.28,	0.05,	0.09,	0.12,	0.15,	0.17,	0.08,	0.15,	0.20,	0.24,	0.29,	0.57,	0.66,	0.71,	0.75,	0.75,	0.62,	0.70,	0.75,	0.76,	0.76,	0.57,	0.60,	0.65,	0.69,	0.70,	0.57,	0.64,	0.65,	0.70,	0.70,	0.15,	0.14,	0.13,	0.12,	0.11,	0.15,	0.13,	0.12,	0.11,	0.11,	0.16,	0.15,	0.14,	0.13,	0.13,	0.15,	0.13,	0.12,	0.12,	0.11,	0.97,	0.93,	0.91,	0.89,	0.87,	0.96,	0.92,	0.90,	0.88,	0.87,	0.98,	0.96,	0.94,	0.93,	0.92,	0.96,	0.93,	0.90,	0.88,	0.87,	3554.00,	7561.00,	12939.00,	19452.00,	26982.00,	2753.00,	6052.00,	10726.00,	16118.00,	21971.00,	-792.00,	-1649.00,	-2673.00,	-3834.00,	-5043.00,	-4339.00,	-9197.00,	-15521.00,	-23441.00,	-33296.00,	18160.00,	34168.00,	46079.89,	55696.31,	63577.17,	18160.00,	34168.00,	46079.89,	55696.31,	63577.17,	18160.00,	34168.00,	46079.89,	55696.31,	63577.17,	18160.00,	34168.00,	46079.89,	55696.31,	63577.17,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.09,	0.17,	0.22,	0.26,	0.30,	0.12,	0.20,	0.25,	0.30,	0.34,	0.07,	0.13,	0.17,	0.20,	0.22,	0.11,	0.18,	0.23,	0.27,	0.31,	0.46,	0.54,	0.58,	0.60,	0.63,	0.47,	0.57,	0.60,	0.61,	0.62,	0.46,	0.46,	0.55,	0.59,	0.59,	0.47,	0.57,	0.59,	0.61,	0.64,	0.18,	0.15,	0.14,	0.13,	0.12,	0.17,	0.14,	0.13,	0.12,	0.11,	0.18,	0.16,	0.15,	0.14,	0.14,	0.17,	0.15,	0.14,	0.13,	0.12,	0.95,	0.92,	0.89,	0.87,	0.86,	0.94,	0.90,	0.88,	0.86,	0.84,	0.97,	0.94,	0.92,	0.90,	0.89,	0.95,	0.91,	0.89,	0.87,	0.85,	797.00,	1646.00,	2980.00,	4602.00,	6206.00,	-12.00,	58.00,	297.00,	224.00,	445.00,	-802.00,	-1614.00,	-2473.00,	-3261.00,	-4098.00,	-1600.00,	-3498.00,	-6281.00,	-9903.00,	-14189.00,	23771.00,	43082.00,	56176.00,	65709.00,	73622.44,	23771.00,	43082.00,	56176.00,	65709.00,	73622.44,	23771.00,	43082.00,	56176.00,	65709.00,	73622.44,	23771.00,	43082.00,	56176.00,	65709.00,	73622.44,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.13,	0.24,	0.31,	0.37,	0.42,	0.15,	0.24,	0.30,	0.35,	0.40,	0.10,	0.18,	0.23,	0.27,	0.30,	0.17,	0.29,	0.36,	0.42,	0.48,	0.50,	0.63,	0.64,	0.68,	0.70,	0.50,	0.63,	0.63,	0.67,	0.69,	0.49,	0.57,	0.63,	0.64,	0.65,	0.54,	0.64,	0.66,	0.67,	0.71,	0.13,	0.11,	0.09,	0.08,	0.08,	0.13,	0.11,	0.10,	0.09,	0.08,	0.14,	0.12,	0.11,	0.10,	0.10,	0.12,	0.10,	0.09,	0.08,	0.08,	0.93,	0.88,	0.85,	0.82,	0.81,	0.92,	0.88,	0.85,	0.83,	0.82,	0.95,	0.91,	0.88,	0.87,	0.85,	0.91,	0.86,	0.83,	0.81,	0.79,	1089.00,	2051.00,	2927.00,	3923.00,	5870.00,	-420.00,	-1134.00,	-2095.00,	-3350.00,	-5207.00,	-1522.00,	-3099.00,	-4887.00,	-7131.00,	-9606.00,	-2625.00,	-5394.00,	-8954.00,	-13944.00,	-19803.00,	34759.25,	62022.25,	78918.36,	89159.94,	96460.44,	34759.25,	62022.25,	78918.36,	89159.94,	96460.44,	34759.25,	62022.25,	78918.36,	89159.94,	96460.44,	34759.25,	62022.25,	78918.36,	89159.94,	96460.44,	3
